Latitude,Longitude,Area Type,Soil Type,Water Sources,Previous Crop,Land Acres,Cropping Type,Crop Category,Crop,Duration (Days),Investment (₹),Profit (₹)
23.19,84.76,Plateau,Laterite,Rainfed,Timber+Paddy,2.0,Short-term,Oilseeds,Sesame,106,12565,46420
24.03,83.9,Plain,Red Soil,Rainfed,Coffee,1.3,Short-term,Oilseeds,Sesame,91,27062,83616
23.65,85.15,Hilly,Inceptisol,Irrigated,Maize,1.4,Perennial,Cash Crops,Cotton,354,86377,314393
23.3,85.99,Plain,Alfisol,Canal,Groundnut,3.3,Mixed,Agroforestry,Banana+Pea,363,62674,205763
23.74,84.63,Plain,Red Soil,Canal,Ladyfinger,1.6,Short-term,Oilseeds,Niger,91,23989,61244
23.1,84.39,Plateau,Entisol,Tube-well,Maize+Mustard,4.4,Long-term,Cereals,Paddy,122,5256,10639
23.87,84.5,Hilly,Laterite,Irrigated,Rice+Lentil,1.0,Mixed,Agroforestry,Timber+Paddy,324,29392,73701
23.4,83.79,Plain,Alfisol,Irrigated,Niger,0.6,Short-term,Vegetables,Brinjal,116,10205,28923
24.2,85.71,Plain,Red Soil,Rainfed,Soybean,0.9,Long-term,Fruits,Banana,177,21305,74332
23.47,84.54,Hilly,Inceptisol,Irrigated,Jackfruit,4.3,Perennial,Cash Crops,Coffee,283,98437,370422
23.68,84.47,Plain,Red Soil,Rainfed,Potato,3.4,Perennial,Cash Crops,Coffee,187,84963,197547
23.02,85.15,Plateau,Entisol,Rainfed,Rice,4.8,Short-term,Pulses,Pigeon Pea,92,13310,42841
23.11,84.61,Plain,Red Soil,Irrigated,Millets,2.0,Short-term,Pulses,Pigeon Pea,104,11302,28986
23.59,85.12,Plain,Alfisol,Rainfed,Mango,1.5,Long-term,Vegetables,Ladyfinger,130,29180,74225
23.72,83.65,Plain,Alfisol,Rainfed,Brinjal,3.0,Short-term,Pulses,Pigeon Pea,101,8047,29586
23.9,85.53,Hilly,Inceptisol,Rainfed,Litchi,2.9,Perennial,Fruits,Papaya,220,21857,80732
23.44,85.85,Plain,Red Soil,Rainfed,Black Gram,3.2,Short-term,Vegetables,Cabbage,116,15391,33228
24.04,85.12,Plain,Alfisol,Rainfed,Potato,2.1,Long-term,Fruits,Guava,159,32679,110245
24.29,85.89,Plateau,Entisol,Rainfed,Wheat,0.5,Short-term,Vegetables,Tomato,103,24936,63706
24.17,83.88,Hilly,Inceptisol,Rainfed,Barley,0.7,Short-term,Pulses,Gram,109,10108,24482
23.06,84.69,Plain,Red Soil,Rainfed,Lentil,3.5,Short-term,Pulses,Lentil,88,19088,41632
23.72,85.0,Hilly,Inceptisol,Tube-well,Tomato,2.9,Mixed,Agroforestry,Timber+Paddy,238,55887,140551
23.16,84.95,Plateau,Laterite,Rainfed,Sesame,4.2,Short-term,Oilseeds,Sesame,105,21208,62376
23.36,84.5,Plain,Alfisol,Rainfed,Cabbage,1.9,Mixed,Agroforestry,Mango+Lentil,208,26727,100143
24.48,84.35,Plain,Red Soil,Irrigated,Gram,4.2,Perennial,Cash Crops,Coffee,258,33021,110043
23.21,83.82,Plateau,Laterite,Canal,Cotton,2.4,Perennial,Fruits,Guava,206,20501,56741
23.75,84.48,Hilly,Inceptisol,Irrigated,Lentil,0.9,Perennial,Cash Crops,Coffee,281,22804,83951
23.93,83.91,Hilly,Laterite,Rainfed,Paddy,4.9,Mixed,Agroforestry,Timber+Paddy,216,62686,180929
24.05,85.34,Plain,Red Soil,Irrigated,Guava,2.8,Perennial,Fruits,Papaya,356,41586,140181
23.84,84.02,Plain,Alfisol,Irrigated,Sesame,3.3,Long-term,Cash Crops,Jute,160,99625,392974
23.01,83.65,Hilly,Laterite,Irrigated,Mango,3.5,Long-term,Cereals,Barley,123,10612,37018
23.49,84.88,Plain,Red Soil,Irrigated,Groundnut,2.1,Perennial,Fruits,Banana,309,31515,92649
23.78,84.99,Hilly,Laterite,Canal,Potato,3.9,Perennial,Fruits,Litchi,331,15344,31893
23.13,85.68,Hilly,Laterite,Canal,Barley,4.4,Long-term,Cereals,Maize,136,15357,54617
23.53,84.94,Plain,Alfisol,Irrigated,Papaya,2.2,Short-term,Vegetables,Onion,107,25647,71914
23.05,84.36,Plateau,Laterite,Rainfed,Coffee,3.5,Short-term,Vegetables,Onion,71,8860,34948
23.12,85.51,Plateau,Laterite,Irrigated,Banana+Pea,3.9,Long-term,Oilseeds,Sesame,123,24520,71171
23.6,84.85,Plateau,Entisol,Canal,Cabbage,1.4,Mixed,Agroforestry,Rice+Lentil,334,41796,92937
23.2,83.7,Plain,Alfisol,Rainfed,Mustard,2.0,Mixed,Agroforestry,Mango+Lentil,236,42486,107556
23.85,84.91,Plain,Red Soil,Tube-well,Niger,1.0,Short-term,Oilseeds,Niger,103,12378,35801
24.03,85.77,Hilly,Inceptisol,Rainfed,Jute,3.2,Short-term,Oilseeds,Sesame,93,18041,44269
24.2,84.49,Plain,Alfisol,Rainfed,Cauliflower,4.1,Long-term,Cereals,Rice,129,8726,17711
23.3,84.24,Plateau,Entisol,Canal,Timber+Paddy,3.2,Short-term,Pulses,Pigeon Pea,97,14704,43162
23.25,83.86,Plain,Alfisol,Rainfed,Millets,1.3,Short-term,Oilseeds,Niger,118,15796,36159
23.16,83.88,Hilly,Inceptisol,Rainfed,Maize,3.0,Short-term,Vegetables,Cauliflower,108,9255,24972
23.95,84.58,Plain,Alfisol,Rainfed,Cotton,4.3,Long-term,Cereals,Maize,130,7648,30238
24.06,84.99,Hilly,Inceptisol,Rainfed,Wheat,1.9,Mixed,Agroforestry,Timber+Paddy,281,73924,150780
23.05,83.7,Plain,Alfisol,Rainfed,Soybean,4.2,Mixed,Agroforestry,Mango+Lentil,244,75981,279403
24.4,85.85,Hilly,Inceptisol,Rainfed,Coffee,4.0,Short-term,Pulses,Lentil,94,5018,12605
23.08,85.39,Plain,Red Soil,Rainfed,Soybean,0.6,Short-term,Oilseeds,Sunflower,105,9103,23515
23.81,84.97,Plateau,Laterite,Tube-well,Jackfruit,1.6,Long-term,Vegetables,Cabbage,128,14408,40951
24.06,85.57,Plain,Red Soil,Tube-well,Potato,2.9,Short-term,Pulses,Black Gram,97,15604,55764
24.31,83.7,Plateau,Laterite,Rainfed,Sunflower,3.7,Mixed,Agroforestry,Banana+Pea,209,25031,59757
24.07,84.69,Plateau,Laterite,Irrigated,Cotton,4.5,Short-term,Oilseeds,Groundnut,108,8841,18327
24.2,85.08,Plain,Alfisol,Rainfed,Jackfruit,3.4,Long-term,Fruits,Mango,156,41749,119967
23.51,85.57,Plateau,Entisol,Rainfed,Brinjal,2.2,Long-term,Cereals,Barley,127,17715,70754
24.22,85.46,Plain,Red Soil,Rainfed,Jute,1.3,Short-term,Oilseeds,Sunflower,94,17858,39517
23.12,84.19,Plateau,Laterite,Tube-well,Coffee,3.9,Short-term,Pulses,Green Gram,91,17071,51807
24.34,85.85,Hilly,Inceptisol,Tube-well,Banana+Pea,1.4,Long-term,Cereals,Barley,169,13187,52158
23.82,83.81,Plain,Red Soil,Rainfed,Mango+Lentil,3.6,Mixed,Agroforestry,Timber+Paddy,343,69915,182016
24.23,85.69,Plain,Alfisol,Rainfed,Coffee,1.3,Perennial,Fruits,Banana,240,38093,150811
23.68,85.93,Plain,Red Soil,Rainfed,Sugarcane,0.9,Mixed,Agroforestry,Mango+Lentil,228,70663,242992
23.97,83.94,Plateau,Entisol,Irrigated,Onion,1.6,Short-term,Vegetables,Onion,116,26396,103044
23.79,85.31,Plain,Red Soil,Irrigated,Coffee,1.8,Mixed,Agroforestry,Timber+Paddy,220,44340,170285
24.1,83.6,Hilly,Inceptisol,Rainfed,Maize+Mustard,3.4,Short-term,Oilseeds,Sesame,110,28971,63979
23.12,84.51,Hilly,Laterite,Irrigated,Potato,1.2,Short-term,Vegetables,Cauliflower,72,8996,27619
23.09,84.79,Plateau,Laterite,Rainfed,Tobacco,4.7,Short-term,Pulses,Lentil,113,7318,28339
23.37,84.95,Plain,Alfisol,Tube-well,Maize+Mustard,3.0,Long-term,Oilseeds,Sunflower,126,8899,34644
23.24,85.84,Hilly,Inceptisol,Irrigated,Cotton,2.7,Long-term,Cereals,Millets,126,5715,16760
24.31,85.18,Hilly,Laterite,Rainfed,Niger,2.5,Short-term,Pulses,Pigeon Pea,107,14180,54764
23.33,84.7,Plateau,Laterite,Irrigated,Mango,3.0,Long-term,Vegetables,Cauliflower,144,25137,98515
24.46,85.52,Plain,Alfisol,Canal,Lentil,0.6,Mixed,Agroforestry,Maize+Mustard,330,31819,90115
23.51,85.88,Plain,Alfisol,Rainfed,Barley,5.0,Short-term,Vegetables,Brinjal,80,12929,40654
23.27,83.56,Plain,Alfisol,Rainfed,Barley,3.0,Short-term,Cereals,Rice,104,19647,45107
24.18,85.96,Plateau,Laterite,Tube-well,Onion,0.7,Mixed,Agroforestry,Banana+Pea,232,35437,78034
23.99,83.72,Plain,Red Soil,Rainfed,Ladyfinger,3.2,Short-term,Pulses,Black Gram,99,10083,28657
23.75,85.54,Hilly,Inceptisol,Rainfed,Niger,2.5,Perennial,Fruits,Litchi,329,23680,66665
23.83,84.2,Plain,Red Soil,Rainfed,Guava,0.6,Perennial,Cash Crops,Coffee,329,37189,81973
24.08,83.83,Plateau,Laterite,Canal,Tea,4.7,Perennial,Fruits,Papaya,279,47740,97867
23.34,84.6,Plateau,Entisol,Irrigated,Groundnut,0.5,Short-term,Oilseeds,Sesame,115,13282,40433
24.49,85.11,Hilly,Laterite,Tube-well,Paddy,3.1,Long-term,Vegetables,Tomato,148,16630,51165
24.46,84.45,Plain,Alfisol,Irrigated,Sesame,4.8,Short-term,Oilseeds,Sesame,94,13310,32810
23.98,83.64,Plain,Alfisol,Rainfed,Potato,1.6,Mixed,Agroforestry,Mango+Lentil,186,46604,162665
23.3,85.0,Plain,Red Soil,Irrigated,Litchi,1.6,Short-term,Vegetables,Brinjal,81,10076,34114
24.02,85.76,Plain,Red Soil,Irrigated,Rice,0.5,Perennial,Fruits,Jackfruit,234,46425,142764
23.11,84.46,Hilly,Inceptisol,Rainfed,Maize,0.8,Mixed,Agroforestry,Rice+Lentil,260,51862,159470
23.05,84.04,Hilly,Inceptisol,Rainfed,Litchi,0.7,Short-term,Cereals,Maize,107,12241,41942
23.39,84.61,Plateau,Entisol,Rainfed,Onion,4.2,Long-term,Cereals,Paddy,161,5673,11894
23.69,83.62,Plain,Red Soil,Irrigated,Gram,4.3,Long-term,Cereals,Rice,138,5895,14359
24.3,85.55,Hilly,Inceptisol,Canal,Rice,3.8,Short-term,Pulses,Gram,115,9865,39387
24.09,85.57,Hilly,Inceptisol,Irrigated,Paddy,2.1,Long-term,Cereals,Maize,142,17434,52774
24.11,84.97,Hilly,Inceptisol,Tube-well,Paddy,4.2,Short-term,Pulses,Green Gram,104,6649,15618
23.64,84.38,Plain,Alfisol,Rainfed,Gram,2.9,Short-term,Pulses,Black Gram,90,17298,42187
23.52,85.5,Hilly,Laterite,Tube-well,Niger,1.9,Long-term,Cereals,Millets,176,10489,24489
23.56,84.89,Hilly,Laterite,Canal,Sunflower,2.5,Long-term,Fruits,Jackfruit,166,41660,93690
24.48,85.56,Plateau,Entisol,Rainfed,Pigeon Pea,0.8,Short-term,Cereals,Sorghum,109,14714,32838
23.06,85.08,Plateau,Laterite,Tube-well,Mango+Lentil,4.8,Perennial,Fruits,Mango,282,21159,76812
24.3,85.46,Plain,Red Soil,Rainfed,Pigeon Pea,3.3,Mixed,Agroforestry,Maize+Mustard,287,50416,198203
23.87,85.0,Plain,Red Soil,Canal,Tobacco,3.8,Short-term,Cereals,Millets,107,16537,34007
23.66,84.54,Hilly,Inceptisol,Canal,Mango+Lentil,3.5,Long-term,Cereals,Maize,138,11030,29176
24.09,85.89,Hilly,Laterite,Irrigated,Wheat,3.5,Long-term,Vegetables,Potato,137,19106,45090
23.73,84.85,Plain,Red Soil,Irrigated,Sorghum,0.6,Long-term,Cereals,Sorghum,165,6385,24954
24.31,85.01,Plateau,Entisol,Rainfed,Banana,2.9,Long-term,Cereals,Sorghum,126,14563,53433
24.35,84.05,Plateau,Entisol,Irrigated,Sugarcane,4.2,Short-term,Oilseeds,Niger,98,15693,42780
23.63,85.06,Plateau,Laterite,Rainfed,Pigeon Pea,0.7,Perennial,Fruits,Banana,276,25205,55038
23.42,84.93,Plain,Red Soil,Irrigated,Maize,4.8,Long-term,Cereals,Paddy,169,16239,59764
23.89,83.96,Plateau,Entisol,Irrigated,Maize+Mustard,2.4,Perennial,Fruits,Banana,335,20058,66640
24.37,83.65,Plateau,Entisol,Tube-well,Barley,1.8,Perennial,Cash Crops,Coffee,194,80321,282127
23.32,85.01,Hilly,Inceptisol,Rainfed,Potato,2.9,Long-term,Cereals,Wheat,163,19907,52735
23.93,85.41,Hilly,Inceptisol,Canal,Cabbage,4.1,Short-term,Oilseeds,Groundnut,100,15074,59478
23.95,84.81,Plateau,Laterite,Tube-well,Coffee,2.6,Perennial,Cash Crops,Sugarcane,353,85037,287388
24.1,84.07,Hilly,Inceptisol,Irrigated,Pigeon Pea,3.4,Short-term,Vegetables,Cauliflower,101,24847,50691
23.2,85.17,Plain,Red Soil,Rainfed,Cabbage,2.7,Short-term,Pulses,Pigeon Pea,96,11384,35991
24.07,83.7,Hilly,Laterite,Rainfed,Mango+Lentil,3.3,Short-term,Vegetables,Ladyfinger,84,8864,27110
24.36,84.6,Hilly,Laterite,Rainfed,Green Gram,1.1,Long-term,Cereals,Wheat,160,14056,55264
23.27,83.91,Plain,Alfisol,Irrigated,Maize,0.7,Short-term,Vegetables,Tomato,85,15542,35513
23.36,83.96,Plateau,Entisol,Irrigated,Green Gram,1.1,Short-term,Oilseeds,Groundnut,119,26605,67661
24.46,84.01,Hilly,Laterite,Tube-well,Banana,1.8,Mixed,Agroforestry,Rice+Lentil,278,37169,133464
23.27,84.47,Hilly,Laterite,Rainfed,Pigeon Pea,1.6,Long-term,Vegetables,Ladyfinger,141,23762,63101
24.28,83.63,Plain,Red Soil,Rainfed,Pigeon Pea,3.3,Long-term,Vegetables,Ladyfinger,127,28045,103863
23.74,84.49,Hilly,Laterite,Irrigated,Potato,2.6,Short-term,Pulses,Green Gram,113,8515,20360
23.37,84.78,Plain,Red Soil,Canal,Potato,0.7,Short-term,Vegetables,Cabbage,82,19057,55859
24.31,84.71,Plain,Alfisol,Tube-well,Paddy,0.7,Long-term,Oilseeds,Sunflower,122,22594,87910
23.67,84.46,Hilly,Inceptisol,Canal,Sunflower,0.9,Long-term,Cereals,Maize,125,6701,23680
23.77,85.6,Hilly,Inceptisol,Rainfed,Mustard,2.1,Mixed,Agroforestry,Rice+Lentil,243,41983,123203
23.54,83.86,Hilly,Laterite,Irrigated,Sugarcane,0.5,Short-term,Oilseeds,Mustard,97,23797,89681
23.89,84.76,Plain,Red Soil,Canal,Pigeon Pea,2.7,Short-term,Vegetables,Tomato,105,17328,36681
23.25,83.66,Hilly,Inceptisol,Rainfed,Green Gram,2.1,Perennial,Fruits,Banana,336,30843,81162
23.59,83.68,Plain,Alfisol,Rainfed,Rice,3.0,Short-term,Vegetables,Onion,70,23842,48382
24.45,84.93,Plateau,Laterite,Rainfed,Cotton,3.7,Long-term,Vegetables,Ladyfinger,125,17152,54179
23.39,84.92,Hilly,Inceptisol,Rainfed,Lentil,1.6,Short-term,Pulses,Lentil,96,8316,23865
23.99,85.7,Hilly,Inceptisol,Irrigated,Green Gram,1.2,Long-term,Vegetables,Tomato,120,10039,39751
23.49,84.89,Plain,Alfisol,Rainfed,Coffee,1.8,Perennial,Fruits,Jackfruit,303,38436,85058
24.16,85.9,Plain,Red Soil,Rainfed,Guava,0.5,Long-term,Fruits,Papaya,173,28030,67415
23.2,83.62,Plateau,Laterite,Rainfed,Mango+Lentil,1.0,Short-term,Vegetables,Tomato,80,20954,49098
24.45,83.75,Plain,Alfisol,Irrigated,Coffee,3.9,Long-term,Cereals,Sorghum,127,17470,45687
23.68,83.61,Hilly,Laterite,Rainfed,Paddy,1.5,Perennial,Cash Crops,Cotton,272,64956,235929
23.35,83.96,Hilly,Inceptisol,Irrigated,Mustard,5.0,Long-term,Fruits,Mango,152,33557,111449
23.11,84.85,Plain,Alfisol,Rainfed,Millets,1.3,Perennial,Cash Crops,Coffee,185,77294,221217
23.25,85.11,Plateau,Laterite,Rainfed,Cotton,4.0,Long-term,Cereals,Rice,165,15552,50614
23.78,83.61,Hilly,Laterite,Rainfed,Groundnut,3.7,Long-term,Oilseeds,Sesame,122,18546,61503
23.51,85.86,Plain,Red Soil,Rainfed,Coffee,1.9,Perennial,Fruits,Guava,282,23336,84596
24.24,85.61,Plain,Alfisol,Rainfed,Tea,2.0,Long-term,Oilseeds,Groundnut,123,26229,55959
23.65,84.24,Plain,Alfisol,Rainfed,Millets,3.0,Perennial,Cash Crops,Jute,278,35905,73401
23.37,83.69,Plateau,Entisol,Canal,Gram,4.3,Short-term,Oilseeds,Mustard,115,12072,27716
23.93,83.92,Hilly,Laterite,Irrigated,Cauliflower,2.2,Long-term,Cereals,Wheat,127,14113,50468
24.06,83.82,Plain,Alfisol,Rainfed,Maize,0.8,Short-term,Oilseeds,Sunflower,113,23380,77795
23.25,83.81,Plain,Alfisol,Rainfed,Sorghum,2.2,Perennial,Cash Crops,Cotton,297,46117,160268
23.25,84.8,Hilly,Inceptisol,Tube-well,Jackfruit,1.4,Short-term,Pulses,Pigeon Pea,112,12317,43511
23.06,84.11,Hilly,Inceptisol,Irrigated,Rice,4.7,Perennial,Fruits,Mango,287,33179,114312
24.1,84.4,Hilly,Laterite,Rainfed,Cotton,3.6,Short-term,Vegetables,Ladyfinger,109,26481,84715
24.0,85.97,Plain,Red Soil,Irrigated,Lentil,0.7,Mixed,Agroforestry,Timber+Paddy,308,48066,149718
23.71,85.21,Plain,Red Soil,Irrigated,Black Gram,1.8,Perennial,Fruits,Jackfruit,253,26161,57379
24.27,85.87,Hilly,Inceptisol,Irrigated,Pea,0.7,Perennial,Cash Crops,Sugarcane,319,85180,172581
24.21,83.86,Plateau,Entisol,Rainfed,Pea,4.2,Short-term,Pulses,Pigeon Pea,107,7642,17204
23.88,84.46,Plain,Alfisol,Rainfed,Brinjal,4.6,Short-term,Vegetables,Cabbage,82,25658,64997
24.3,84.89,Hilly,Laterite,Rainfed,Millets,1.0,Short-term,Pulses,Black Gram,112,19861,44705
23.31,83.69,Hilly,Laterite,Tube-well,Cauliflower,2.5,Short-term,Pulses,Lentil,106,8618,27734
23.17,83.51,Hilly,Laterite,Irrigated,Cauliflower,4.7,Long-term,Vegetables,Ladyfinger,146,17704,48338
23.4,85.18,Plain,Red Soil,Rainfed,Potato,1.2,Long-term,Cereals,Paddy,148,10358,25223
23.09,85.1,Plateau,Laterite,Tube-well,Timber+Paddy,1.8,Short-term,Oilseeds,Niger,99,20902,57042
23.8,84.53,Hilly,Inceptisol,Tube-well,Litchi,1.9,Long-term,Cereals,Maize,179,16204,37924
24.4,84.72,Hilly,Laterite,Tube-well,Mango+Lentil,0.6,Perennial,Fruits,Jackfruit,317,45697,181823
23.06,84.54,Plain,Red Soil,Canal,Guava,0.7,Mixed,Agroforestry,Mango+Lentil,189,39297,153432
23.18,83.56,Plain,Red Soil,Tube-well,Cotton,4.8,Short-term,Oilseeds,Sunflower,102,15527,50750
23.68,84.34,Plain,Alfisol,Rainfed,Sesame,3.1,Long-term,Cash Crops,Sugarcane,165,41576,165273
24.4,83.94,Plateau,Laterite,Canal,Black Gram,1.9,Perennial,Fruits,Mango,182,46439,134256
23.47,83.75,Plain,Red Soil,Canal,Jute,2.2,Short-term,Oilseeds,Soybean,102,20022,58372
23.76,85.89,Hilly,Laterite,Rainfed,Paddy,3.7,Short-term,Pulses,Black Gram,89,16048,43207
23.06,85.0,Plain,Alfisol,Rainfed,Mango+Lentil,2.1,Short-term,Oilseeds,Groundnut,117,16823,61078
23.22,85.32,Hilly,Inceptisol,Tube-well,Maize+Mustard,1.5,Short-term,Pulses,Pea,109,6063,20047
24.48,84.29,Hilly,Laterite,Rainfed,Onion,1.0,Perennial,Fruits,Jackfruit,339,20985,45056
24.45,84.48,Plain,Red Soil,Canal,Millets,3.8,Short-term,Vegetables,Brinjal,72,27735,78934
23.01,84.09,Plain,Red Soil,Rainfed,Rice,1.3,Mixed,Agroforestry,Banana+Pea,227,57542,221251
24.43,83.74,Plain,Red Soil,Rainfed,Groundnut,0.8,Long-term,Cereals,Rice,165,15486,49667
23.96,83.95,Hilly,Inceptisol,Rainfed,Sorghum,2.4,Long-term,Cash Crops,Jute,167,62347,225795
24.3,85.49,Hilly,Laterite,Rainfed,Papaya,0.7,Long-term,Vegetables,Ladyfinger,138,28288,78956
23.68,85.19,Plain,Alfisol,Irrigated,Tobacco,4.8,Perennial,Cash Crops,Cotton,229,92853,188970
23.77,84.87,Hilly,Laterite,Irrigated,Banana,3.3,Short-term,Vegetables,Cabbage,91,24566,73943
23.73,84.69,Plain,Alfisol,Rainfed,Cabbage,1.2,Perennial,Cash Crops,Tobacco,328,79823,179502
24.0,85.81,Plain,Alfisol,Rainfed,Gram,1.3,Perennial,Fruits,Guava,272,45138,141063
23.21,83.68,Plain,Red Soil,Rainfed,Jackfruit,3.1,Short-term,Vegetables,Ladyfinger,113,28598,99737
23.04,84.2,Plateau,Entisol,Rainfed,Sugarcane,2.1,Perennial,Fruits,Guava,277,42223,115470
23.46,84.37,Plain,Red Soil,Irrigated,Green Gram,4.0,Short-term,Oilseeds,Niger,93,16524,58327
24.06,85.46,Plain,Alfisol,Rainfed,Mango,3.0,Long-term,Cereals,Maize,131,6252,21219
23.3,85.98,Plain,Alfisol,Rainfed,Sesame,2.5,Long-term,Cereals,Millets,168,7422,23071
24.01,84.1,Plain,Red Soil,Rainfed,Sesame,4.8,Long-term,Vegetables,Brinjal,129,14909,57887
24.45,85.69,Hilly,Laterite,Rainfed,Green Gram,2.3,Short-term,Pulses,Black Gram,113,12664,36076
23.14,85.58,Plain,Alfisol,Rainfed,Cabbage,2.3,Long-term,Cash Crops,Jute,151,69408,150814
24.01,84.06,Plain,Alfisol,Rainfed,Mustard,3.5,Perennial,Fruits,Guava,218,46111,174835
23.67,84.5,Hilly,Laterite,Canal,Pigeon Pea,4.1,Mixed,Agroforestry,Maize+Mustard,286,59560,229836
24.3,84.52,Plain,Red Soil,Tube-well,Rice+Lentil,3.3,Short-term,Oilseeds,Soybean,93,10674,31938
23.27,85.95,Plateau,Laterite,Canal,Cabbage,3.6,Mixed,Agroforestry,Rice+Lentil,210,22044,46151
24.04,83.95,Hilly,Inceptisol,Rainfed,Tea,2.2,Short-term,Pulses,Gram,95,18011,54227
24.26,85.5,Plain,Red Soil,Rainfed,Sunflower,2.7,Short-term,Pulses,Gram,110,15748,49465
24.42,84.34,Hilly,Laterite,Irrigated,Jackfruit,1.4,Mixed,Agroforestry,Timber+Paddy,345,79549,194404
24.02,85.33,Plain,Alfisol,Irrigated,Mustard,3.6,Short-term,Cereals,Sorghum,109,16874,66604
23.75,84.55,Hilly,Laterite,Tube-well,Timber+Paddy,1.5,Mixed,Agroforestry,Maize+Mustard,329,34694,77651
23.93,84.95,Hilly,Laterite,Rainfed,Papaya,0.5,Perennial,Cash Crops,Sugarcane,292,65306,240024
24.3,85.58,Plain,Red Soil,Rainfed,Millets,4.7,Long-term,Oilseeds,Groundnut,123,9953,24869
23.86,85.51,Hilly,Laterite,Irrigated,Sorghum,1.9,Short-term,Oilseeds,Mustard,119,19445,76649
23.05,85.67,Plateau,Entisol,Canal,Pigeon Pea,1.4,Short-term,Pulses,Pigeon Pea,103,5872,19698
24.4,83.65,Plateau,Laterite,Canal,Maize+Mustard,1.7,Short-term,Vegetables,Potato,92,20920,71824
24.03,85.23,Hilly,Laterite,Irrigated,Pea,2.0,Short-term,Pulses,Gram,109,18206,60677
24.01,83.85,Hilly,Laterite,Tube-well,Banana,2.6,Perennial,Cash Crops,Tea,274,29438,108774
23.32,84.54,Plain,Red Soil,Irrigated,Pigeon Pea,0.8,Short-term,Vegetables,Onion,112,12085,30287
23.99,84.87,Plain,Red Soil,Tube-well,Jute,0.7,Mixed,Agroforestry,Maize+Mustard,360,35694,134993
23.59,84.51,Hilly,Laterite,Tube-well,Soybean,1.8,Long-term,Oilseeds,Groundnut,126,10876,40162
23.98,84.8,Plain,Alfisol,Canal,Gram,1.8,Perennial,Fruits,Guava,271,42225,122887
23.16,85.99,Plateau,Entisol,Rainfed,Tomato,1.0,Perennial,Cash Crops,Sugarcane,317,62936,166135
23.99,83.84,Plain,Alfisol,Rainfed,Potato,2.3,Perennial,Cash Crops,Cotton,194,66972,153239
24.5,85.19,Plain,Red Soil,Irrigated,Rice,1.8,Short-term,Pulses,Black Gram,94,5773,13690
23.07,84.49,Plain,Red Soil,Rainfed,Papaya,0.6,Mixed,Agroforestry,Rice+Lentil,226,53748,168653
24.47,83.83,Plateau,Laterite,Canal,Cauliflower,4.5,Perennial,Fruits,Guava,181,21513,69477
23.61,83.9,Hilly,Inceptisol,Rainfed,Guava,4.5,Perennial,Cash Crops,Tea,315,60963,176660
24.31,85.87,Hilly,Laterite,Rainfed,Maize+Mustard,1.4,Long-term,Cereals,Barley,177,6897,27210
24.17,85.7,Plain,Alfisol,Irrigated,Jute,1.2,Short-term,Vegetables,Potato,110,26951,62032
23.85,85.77,Plateau,Laterite,Rainfed,Sugarcane,3.0,Perennial,Cash Crops,Tobacco,329,22559,59862
24.11,85.98,Plain,Red Soil,Rainfed,Tomato,3.3,Short-term,Vegetables,Cabbage,99,24996,63179
24.32,84.02,Plateau,Entisol,Rainfed,Groundnut,4.8,Perennial,Fruits,Mango,212,28006,72387
23.61,84.39,Hilly,Inceptisol,Irrigated,Lentil,2.2,Short-term,Oilseeds,Groundnut,105,11069,28624
23.49,85.17,Plain,Alfisol,Rainfed,Litchi,3.3,Perennial,Cash Crops,Coffee,278,57220,170694
24.0,84.71,Hilly,Inceptisol,Canal,Sunflower,4.5,Perennial,Cash Crops,Sugarcane,252,90773,339071
24.21,84.55,Hilly,Inceptisol,Rainfed,Litchi,2.5,Perennial,Cash Crops,Tea,256,61184,174554
24.14,84.39,Plain,Alfisol,Tube-well,Brinjal,1.1,Short-term,Oilseeds,Sunflower,98,24609,77199
24.2,84.98,Plateau,Laterite,Rainfed,Millets,2.2,Perennial,Fruits,Papaya,257,19003,65074
23.65,84.94,Hilly,Inceptisol,Rainfed,Guava,1.1,Long-term,Fruits,Mango,160,41404,104215
24.23,83.9,Plain,Red Soil,Rainfed,Paddy,0.6,Perennial,Cash Crops,Cotton,232,46403,104443
23.18,84.68,Plain,Red Soil,Rainfed,Maize+Mustard,3.9,Perennial,Fruits,Papaya,190,44139,96006
23.82,84.88,Hilly,Laterite,Irrigated,Timber+Paddy,1.6,Mixed,Agroforestry,Banana+Pea,232,78594,175652
23.01,84.93,Hilly,Laterite,Rainfed,Pigeon Pea,0.5,Mixed,Agroforestry,Banana+Pea,297,66887,221777
23.49,84.03,Hilly,Laterite,Rainfed,Cotton,4.4,Long-term,Cereals,Millets,171,10334,21821
23.55,85.36,Hilly,Inceptisol,Irrigated,Black Gram,2.5,Perennial,Fruits,Jackfruit,272,45847,111053
23.59,83.56,Hilly,Inceptisol,Rainfed,Mango,1.6,Long-term,Oilseeds,Groundnut,121,8980,24640
24.04,84.39,Plateau,Entisol,Rainfed,Black Gram,1.7,Long-term,Fruits,Mango,174,20787,75708
23.58,85.45,Hilly,Laterite,Irrigated,Green Gram,1.6,Short-term,Oilseeds,Sunflower,114,14187,36869
23.67,84.91,Plateau,Entisol,Tube-well,Gram,1.4,Perennial,Cash Crops,Coffee,320,77061,204195
23.36,84.15,Plain,Red Soil,Rainfed,Groundnut,4.3,Short-term,Oilseeds,Sesame,92,13529,30867
